Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Start,Stop,Protein_ID,Product
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,16785.0,17450.0,YP_009226127.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,18476.0,20698.0,YP_009226129.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,20700.0,21146.0,YP_009226130.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,34094.0,34498.0,YP_009226136.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,34556.0,34993.0,YP_009226137.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,35553.0,35996.0,YP_009226139.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,35993.0,36358.0,YP_009226140.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,41113.0,41400.0,YP_009226145.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,41493.0,41918.0,YP_009226146.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,43597.0,43896.0,YP_009226148.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,43893.0,44564.0,YP_009226149.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,48305.0,48397.0,YP_009226152.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,49490.0,50029.0,YP_009226155.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,50281.0,50481.0,YP_009226157.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,50682.0,50906.0,YP_009226158.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,55457.0,55855.0,YP_009226162.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,59296.0,59823.0,YP_009226167.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,63940.0,64182.0,YP_009226171.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,64179.0,65012.0,YP_009226172.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,65500.0,65724.0,YP_009226173.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,65721.0,66236.0,YP_009226174.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,66233.0,66817.0,YP_009226175.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,66817.0,67371.0,YP_009226176.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,67368.0,67994.0,YP_009226177.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,67998.0,68222.0,YP_009226178.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,70384.0,70644.0,YP_009226180.1,hypothetical protein
NC_029101.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,71601.0,71903.0,YP_009226182.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,45.0,542.0,YP_009222599.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,635.0,805.0,YP_009222600.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,802.0,1233.0,YP_009222601.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,1316.0,1507.0,YP_009222602.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,1584.0,1799.0,YP_009222603.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,1810.0,2094.0,YP_009222604.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,2164.0,2664.0,YP_009222605.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,2898.0,4361.0,YP_009222606.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,4524.0,4808.0,YP_009222607.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,4923.0,5282.0,YP_009222608.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,5334.0,5972.0,YP_009222609.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,6082.0,6477.0,YP_009222610.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,6480.0,6596.0,YP_009222611.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,6670.0,6810.0,YP_009222612.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,6823.0,7149.0,YP_009222613.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,7215.0,7514.0,YP_009222614.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,7526.0,7672.0,YP_009222615.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,7741.0,8874.0,YP_009222616.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,9335.0,9559.0,YP_009222617.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,10311.0,10493.0,YP_009222619.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,10490.0,10678.0,YP_009222620.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,10671.0,11798.0,YP_009222621.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,11908.0,12099.0,YP_009222622.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,12170.0,12325.0,YP_009222623.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,12322.0,12549.0,YP_009222624.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,12546.0,12761.0,YP_009222625.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,13483.0,13623.0,YP_009222628.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,13623.0,13766.0,YP_009222629.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,13778.0,14302.0,YP_009222630.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,14302.0,15264.0,YP_009222631.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,15276.0,15566.0,YP_009222632.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,15577.0,16302.0,YP_009222633.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,16378.0,16614.0,YP_009222634.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,16614.0,17021.0,YP_009222635.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,17069.0,17524.0,YP_009222636.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,17931.0,18146.0,YP_009222638.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,18156.0,18323.0,YP_009222639.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,18331.0,18516.0,YP_009222640.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,18752.0,18898.0,YP_009222642.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,18898.0,19239.0,YP_009222643.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,19239.0,19433.0,YP_009222644.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,19475.0,19834.0,YP_009222645.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,24024.0,24665.0,YP_009222650.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,24662.0,24859.0,YP_009222651.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,24859.0,25014.0,YP_009222652.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,24986.0,25276.0,YP_009222653.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,26070.0,26417.0,YP_009222655.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,27042.0,27260.0,YP_009222657.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,27257.0,28294.0,YP_009222658.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,28344.0,28595.0,YP_009222659.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,29464.0,30462.0,YP_009222661.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,30532.0,30660.0,YP_009222662.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,30673.0,31134.0,YP_009222663.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,31167.0,31352.0,YP_009222664.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,31349.0,31633.0,YP_009222665.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,35971.0,36141.0,YP_009222668.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,36138.0,36473.0,YP_009222669.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,36581.0,36793.0,YP_009222670.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,37918.0,38316.0,YP_009222672.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,38325.0,38684.0,YP_009222673.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,38684.0,38878.0,YP_009222674.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,38875.0,39087.0,YP_009222675.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,39084.0,39485.0,YP_009222676.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,39478.0,39606.0,YP_009222677.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,39603.0,39914.0,YP_009222678.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,40312.0,40707.0,YP_009222679.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,41916.0,42107.0,YP_009222681.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,42127.0,42450.0,YP_009222682.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,42465.0,42764.0,YP_009222683.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,43317.0,43607.0,YP_009222685.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,50773.0,51138.0,YP_009222692.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,59972.0,60541.0,YP_009222703.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,61367.0,61846.0,YP_009222706.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,62959.0,63345.0,YP_009222708.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,63372.0,64289.0,YP_009222709.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,69934.0,70098.0,YP_009222715.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,71283.0,71408.0,YP_009222716.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,71756.0,72313.0,YP_009222717.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,72412.0,72603.0,YP_009222718.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,73441.0,73761.0,YP_009222719.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,73919.0,74113.0,YP_009222720.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,74189.0,74410.0,YP_009222721.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,74599.0,75027.0,YP_009222722.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,75027.0,75377.0,YP_009222723.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,76859.0,77203.0,YP_009222726.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,77200.0,77421.0,YP_009222727.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,77421.0,77618.0,YP_009222728.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,78006.0,78317.0,YP_009222730.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,78328.0,78564.0,YP_009222731.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,79747.0,80178.0,YP_009222733.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,81282.0,81503.0,YP_009222736.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,82406.0,82825.0,YP_009222738.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,84158.0,85021.0,YP_009222741.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,86873.0,86998.0,YP_009222743.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,87712.0,88011.0,YP_009222745.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,88583.0,88786.0,YP_009222747.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,88788.0,89036.0,YP_009222748.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,89033.0,89356.0,YP_009222749.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,89404.0,89640.0,YP_009222750.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,92863.0,93207.0,YP_009222755.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,93204.0,93392.0,YP_009222756.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,93379.0,93570.0,YP_009222757.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,93557.0,93742.0,YP_009222758.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,93739.0,93993.0,YP_009222759.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,94030.0,94500.0,YP_009222760.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,94497.0,94661.0,YP_009222761.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,95253.0,95456.0,YP_009222763.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,95456.0,95593.0,YP_009222764.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,95590.0,95820.0,YP_009222765.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,95822.0,96070.0,YP_009222766.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,96099.0,96536.0,YP_009222767.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,97837.0,98082.0,YP_009222768.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,98163.0,98522.0,YP_009222769.1,hypothetical protein
NC_029065.1,Pseudomonas,virulent,REFSEQ,RefSeq,98522.0,98704.0,YP_009222770.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,286.0,444.0,YP_009224694.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,498.0,764.0,YP_009224695.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,764.0,1168.0,YP_009224696.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,1158.0,1460.0,YP_009224697.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,1571.0,1882.0,YP_009224698.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,2018.0,2680.0,YP_009224699.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,2683.0,2961.0,YP_009224700.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,2949.0,3260.0,YP_009224701.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,3260.0,3622.0,YP_009224702.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,3679.0,3876.0,YP_009224703.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,3891.0,4232.0,YP_009224704.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,4234.0,4737.0,YP_009224705.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,4724.0,5101.0,YP_009224706.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,5699.0,6010.0,YP_009224708.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,6012.0,6161.0,YP_009224709.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,6649.0,6846.0,YP_009224711.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,8528.0,8644.0,YP_009224713.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,8602.0,8709.0,YP_009224714.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,11049.0,11213.0,YP_009224718.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,11780.0,12016.0,YP_009224720.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,12583.0,13014.0,YP_009224722.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,14191.0,14652.0,YP_009224725.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,16289.0,16513.0,YP_009224728.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,16524.0,16736.0,YP_009224729.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,16733.0,17002.0,YP_009224730.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,17011.0,17328.0,YP_009224731.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,17342.0,17620.0,YP_009224732.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,17617.0,17895.0,YP_009224733.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,17930.0,18115.0,YP_009224734.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,18116.0,18340.0,YP_009224735.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,18337.0,18522.0,YP_009224736.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,19179.0,19535.0,YP_009224738.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,19532.0,19999.0,YP_009224739.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,20480.0,20668.0,YP_009224740.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,20811.0,21134.0,YP_009224741.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,22800.0,22904.0,YP_009224743.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,27797.0,28714.0,YP_009224747.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,30280.0,30756.0,YP_009224750.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,38838.0,39194.0,YP_009224761.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,40855.0,41226.0,YP_009224764.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,48837.0,49142.0,YP_009224773.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,49178.0,49492.0,YP_009224774.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,49530.0,49841.0,YP_009224775.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,49853.0,50173.0,YP_009224776.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,50136.0,50558.0,YP_009224777.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,50175.0,50861.0,YP_009224778.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,50980.0,51144.0,YP_009224779.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,53264.0,53461.0,YP_009224781.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,53548.0,53949.0,YP_009224782.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,53983.0,54237.0,YP_009224783.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,54239.0,54628.0,YP_009224784.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,54625.0,55281.0,YP_009224785.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,55268.0,55432.0,YP_009224786.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,55435.0,55737.0,YP_009224787.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,55852.0,56160.0,YP_009224788.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,56278.0,56406.0,YP_009224789.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,56393.0,56584.0,YP_009224790.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,56594.0,56839.0,YP_009224791.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,56836.0,57021.0,YP_009224792.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,58965.0,59726.0,YP_009224794.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,61241.0,61534.0,YP_009224796.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,62071.0,62469.0,YP_009224798.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,62498.0,62665.0,YP_009224799.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,62667.0,63377.0,YP_009224800.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,63480.0,64484.0,YP_009224801.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,64547.0,64795.0,YP_009224802.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,64805.0,65026.0,YP_009224803.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,66677.0,67063.0,YP_009224806.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,67084.0,67290.0,YP_009224807.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,67287.0,67724.0,YP_009224808.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,67721.0,67891.0,YP_009224809.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,67888.0,68667.0,YP_009224810.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,68664.0,68846.0,YP_009224811.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,68858.0,69067.0,YP_009224812.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,69086.0,69421.0,YP_009224813.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,69470.0,69637.0,YP_009224814.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,74957.0,75103.0,YP_009224820.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,75100.0,75327.0,YP_009224821.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,75327.0,75560.0,YP_009224822.1,hypothetical protein
NC_029083.1,Pseudomonas aeruginosa,virulent,REFSEQ,RefSeq,75560.0,75796.0,YP_009224823.1,hypothetical protein
