Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Protein_ID,Product,Length
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_6,unknown,63.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_7,unknown,86.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_8,unknown,62.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_10,unknown,88.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_11,unknown,81.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_12,unknown,85.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_14,unknown,106.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_15,unknown,58.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_17,unknown,98.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_18,unknown,131.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_19,unknown,62.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_20,unknown,118.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_21,unknown,94.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_22,unknown,36.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_24,unknown,81.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_25,unknown,151.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_26,unknown,139.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_27,unknown,93.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_28,unknown,112.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_29,unknown,144.0
biochar_5387,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5387_30,unknown,166.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_1,unknown,106.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_2,unknown,52.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_3,unknown,249.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_6,unknown,202.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_11,unknown,71.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_13,unknown,86.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_14,unknown,76.0
biochar_5410,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5410_16,Protein of unknown function (DUF2493),121.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_4,unknown,70.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_5,unknown,66.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_6,unknown,124.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_8,unknown,80.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_9,unknown,117.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_10,unknown,71.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_11,unknown,63.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_12,unknown,213.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_15,unknown,75.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_17,unknown,113.0
biochar_5461,Pseudomonas syringae,temperate,STV,prodigal,biochar_5461_19,unknown,175.0
biochar_5471,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5471_2,unknown,94.0
biochar_5471,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5471_3,unknown,53.0
biochar_5471,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5471_5,unknown,89.0
biochar_5471,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5471_6,unknown,155.0
biochar_5471,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5471_9,unknown,63.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_1,unknown,326.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_2,unknown,105.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_3,unknown,111.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_4,unknown,63.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_5,Protein of unknown function (DUF2997),67.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_6,unknown,133.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_7,unknown,145.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_8,unknown,194.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_10,unknown,142.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_11,unknown,42.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_12,unknown,128.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_13,Protein of unknown function (DUF2493),196.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_14,unknown,86.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_15,unknown,97.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_16,unknown,300.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_17,unknown,66.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_18,unknown,71.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_19,unknown,80.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_20,unknown,119.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_21,unknown,71.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_22,unknown,64.0
biochar_5480,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5480_23,unknown,43.0
biochar_5505,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5505_1,unknown,162.0
biochar_5505,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5505_6,unknown,118.0
biochar_5505,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5505_8,unknown,132.0
biochar_5505,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5505_12,unknown,103.0
biochar_5505,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5505_13,unknown,48.0
biochar_5519,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5519_1,unknown,168.0
biochar_5519,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5519_2,unknown,165.0
biochar_5519,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5519_5,unknown,62.0
biochar_5519,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5519_9,unknown,134.0
biochar_5519,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5519_10,unknown,105.0
biochar_5519,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5519_15,unknown,90.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_1,unknown,103.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_3,unknown,49.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_4,unknown,45.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_5,unknown,74.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_6,unknown,63.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_7,unknown,149.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_10,unknown,114.0
biochar_5521,Pseudomonas syringae,temperate,STV,prodigal,biochar_5521_11,unknown,1052.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_1,unknown,44.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_2,unknown,113.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_5,unknown,122.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_6,unknown,184.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_7,unknown,306.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_8,unknown,58.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_9,unknown,58.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_10,unknown,71.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_12,unknown,109.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_13,unknown,71.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_14,unknown,103.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_16,unknown,429.0
biochar_5530,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5530_17,unknown,85.0
biochar_5535,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5535_3,unknown,168.0
biochar_5535,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5535_10,unknown,111.0
biochar_5535,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5535_11,unknown,67.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_1,unknown,97.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_2,unknown,114.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_3,unknown,107.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_4,unknown,66.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_6,unknown,62.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_7,unknown,153.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_8,unknown,160.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_9,unknown,134.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_12,unknown,84.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_13,unknown,104.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_14,unknown,50.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_15,unknown,58.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_16,unknown,104.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_17,unknown,68.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_18,unknown,83.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_20,unknown,405.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_21,unknown,84.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_22,unknown,74.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_23,unknown,145.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_24,unknown,90.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_25,unknown,105.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_26,unknown,61.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_27,unknown,75.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_28,unknown,162.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_29,unknown,215.0
biochar_5536,Pseudomonas syringae,virulent,STV,prodigal,biochar_5536_30,unknown,105.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_1,unknown,81.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_2,unknown,72.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_3,unknown,36.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_4,unknown,44.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_5,unknown,321.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_6,unknown,55.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_7,unknown,168.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_9,unknown,79.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_10,unknown,130.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_11,unknown,111.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_12,unknown,128.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_13,unknown,61.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_14,unknown,134.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_15,unknown,107.0
biochar_5567,Pseudomonas syringae,virulent,STV,prodigal,biochar_5567_16,unknown,161.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_2,unknown,101.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_3,unknown,304.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_4,unknown,88.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_5,unknown,91.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_6,unknown,175.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_7,unknown,359.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_8,unknown,77.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_10,unknown,299.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_11,unknown,485.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_12,unknown,358.0
biochar_5603,Pseudomonas syringae,virulent,STV,prodigal,biochar_5603_13,unknown,329.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_3,unknown,164.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_8,unknown,78.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_10,unknown,62.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_11,unknown,85.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_14,unknown,69.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_15,unknown,104.0
biochar_5611,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5611_16,unknown,61.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_1,unknown,85.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_2,unknown,226.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_3,unknown,201.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_4,unknown,166.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_6,unknown,62.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_7,unknown,40.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_8,unknown,410.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_9,unknown,109.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_10,unknown,391.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_11,unknown,190.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_12,unknown,93.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_14,unknown,102.0
biochar_5614,Pseudomonas syringae,virulent,STV,prodigal,biochar_5614_15,unknown,92.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_3,unknown,81.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_4,unknown,195.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_5,unknown,370.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_6,unknown,349.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_9,unknown,91.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_10,unknown,108.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_11,unknown,77.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_12,unknown,73.0
biochar_5615,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5615_14,unknown,342.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_1,unknown,38.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_2,unknown,77.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_3,unknown,72.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_5,unknown,118.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_6,unknown,47.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_7,unknown,72.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_8,unknown,82.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_9,unknown,157.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_11,unknown,101.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_13,unknown,54.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_15,unknown,71.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_16,unknown,98.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_17,unknown,110.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_19,unknown,60.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_21,unknown,192.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_22,unknown,57.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_23,unknown,111.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_24,unknown,51.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_26,unknown,98.0
biochar_5617,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5617_27,unknown,129.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_2,unknown,52.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_4,unknown,40.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_5,unknown,64.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_7,unknown,68.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_8,unknown,158.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_9,unknown,76.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_10,unknown,126.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_11,unknown,191.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_13,unknown,123.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_16,unknown,145.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_17,unknown,83.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_19,unknown,108.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_20,unknown,72.0
biochar_5639,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5639_21,Protein of unknown function (DUF1566),85.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_1,unknown,32.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_2,unknown,93.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_3,unknown,60.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_4,unknown,55.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_5,unknown,70.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_6,unknown,85.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_7,Domain of unknown function (DUF932),546.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_10,unknown,57.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_11,unknown,61.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_12,unknown,75.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_13,unknown,75.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_14,unknown,74.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_16,unknown,330.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_17,unknown,71.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_18,unknown,113.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_20,unknown,40.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_21,unknown,94.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_22,unknown,102.0
biochar_5648,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5648_23,unknown,69.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_2,unknown,89.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_5,unknown,97.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_7,unknown,157.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_9,unknown,222.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_11,unknown,67.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_12,unknown,75.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_13,unknown,66.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_14,Domain of unknown function (DUF4055),536.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_16,unknown,53.0
biochar_5649,Pseudomonas syringae,virulent,STV,prodigal,biochar_5649_17,unknown,43.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_1,unknown,62.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_2,unknown,89.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_4,unknown,185.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_5,unknown,431.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_7,unknown,52.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_8,Domain of unknown function (DUF4855),248.0
biochar_5669,Pseudomonas putida,virulent,STV,prodigal,biochar_5669_9,unknown,676.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_1,unknown,230.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_3,unknown,191.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_4,unknown,141.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_6,unknown,144.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_7,unknown,141.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_9,unknown,95.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_10,unknown,50.0
biochar_5670,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5670_12,unknown,347.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_1,unknown,91.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_2,unknown,88.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_3,unknown,57.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_4,unknown,82.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_5,unknown,60.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_6,unknown,165.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_7,unknown,105.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_8,unknown,104.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_9,unknown,158.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_10,unknown,137.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_12,unknown,109.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_13,unknown,78.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_14,unknown,111.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_17,unknown,112.0
biochar_5678,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5678_18,unknown,123.0
biochar_5687,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5687_5,unknown,147.0
biochar_5687,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5687_6,unknown,226.0
biochar_5687,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5687_7,unknown,57.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_1,unknown,199.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_3,unknown,115.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_5,unknown,141.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_6,unknown,96.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_7,unknown,70.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_9,unknown,141.0
